fate,family,roles,side,lat,lon,magnitude_m,grade_pct,cap_pct,distance_m,way_a,way_b
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25397761415,51.60320668561,1.46,9.7333,,15.0,-15033,-15033
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27309056204,51.60321954910,1.02,9.2098,,11.075,-11852,-11852
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27308083324,51.60323061970,1.0,11.5639,,8.648,-11852,-11852
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27306667564,51.60323936590,0.98,12.8859,,7.605,-11852,-11852
SHARED,within_shape,junction|junction,airside,25.25422902353,51.60358820230,0.2,5.2372,,3.819,-10088,-10088
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27944139028,51.60396034352,0.17,26.7759,,0.635,-11844,-11844
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27948850207,51.60409591581,0.17,12.1875,,1.395,-11844,-11844
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27586569816,51.60419052213,0.3,11.0629,,2.712,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27585000815,51.60419746619,0.3,28.5498,,1.051,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27584287317,51.60420062398,0.3,10.8624,,2.762,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27583420438,51.60420446059,0.3,10.9527,,2.739,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27582706939,51.60420761837,0.3,29.1818,,1.028,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27581137962,51.60421456232,0.3,10.971,,2.734,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27583212678,51.60422167613,0.3,9.3378,,3.213,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27569557009,51.60426581708,0.3,13.6394,,2.2,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27569203985,51.60426737948,0.3,22.1739,,1.353,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27567471302,51.60427504796,0.3,10.7061,,2.802,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27569546040,51.60428214293,0.3,9.4074,,3.189,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27524620955,51.60449712330,0.3,14.0386,,2.137,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27523041831,51.60450410783,0.3,18.1868,,1.65,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27522338573,51.60450721837,0.3,8.9932,,3.336,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27487763777,51.60462781594,0.3,13.9786,,2.146,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27486195304,51.60463475765,0.3,18.5739,,1.615,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27485481277,51.60463791778,0.3,9.0159,,3.327,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27472756046,51.60471038169,0.3,9.4176,,3.186,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27474841428,51.60471730024,0.3,10.8204,,2.773,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27473256730,51.60472430943,0.3,29.2016,,1.027,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27472559047,51.60472739531,0.3,11.1099,,2.7,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27451069953,51.60479021473,0.3,11.7051,,2.563,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27449501669,51.60479715562,0.3,25.0444,,1.198,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27448787455,51.60480031657,0.3,10.3071,,2.911,-11859,-11859
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.27450000249,51.60481106141,0.3,9.246,,3.245,-11859,-11859
SHARED,within_shape,service_road|service_road,groundside,25.25575356776,51.60796426404,3.88,32.6374,,11.888,-10090,-10090
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25876756893,51.61323208174,0.44,9.6216,,4.573,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25876292952,51.61323408507,0.44,9.5935,,4.586,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25876878638,51.61323708497,0.44,12.4647,,3.53,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25877077309,51.61324524947,0.44,24.0729,,1.828,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25877198691,51.61325023774,0.44,55.8523,,0.788,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25876926265,51.61325897029,0.44,34.225,,1.286,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25877518747,51.61326339067,0.44,22.5132,,1.954,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25875542860,51.61326507985,0.44,9.8135,,4.484,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25877718119,51.61327158399,0.44,12.0133,,3.663,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25877838803,51.61327654359,0.44,9.3685,,4.697,-11848,-11848
SHARED,within_shape,service_junction|service_junction,groundside,25.27623879442,51.61341934515,0.82,9.2206,,8.893,-10808,-10808
SHARED,within_shape,service_junction|service_junction,groundside,25.27626637270,51.61342699450,1.36,22.446,,6.059,-11738,-11738
SHARED,within_shape,service_junction|service_junction,groundside,25.27625896160,51.61345595276,1.41,11.6356,,12.118,-11738,-11738
SHARED,within_shape,apron|apron,airside,25.27524637500,51.61341677250,0.09,1.6334,,5.51,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27539614963,51.61356921435,0.45,1.0879,,41.363,-10388,-10388
SHARED,within_shape,service_junction|service_junction,groundside,25.27627807747,51.61344374582,1.36,27.6731,,4.915,-11738,-11738
SHARED,within_shape,service_junction|service_junction,groundside,25.27628053167,51.61348417444,1.41,12.5586,,11.227,-11738,-11738
SHARED,within_shape,apron|apron,airside,25.27573852264,51.61353284366,0.74,3.2952,,22.457,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27567842535,51.61355837461,0.69,1.9363,,35.635,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27539009728,51.61359812861,0.39,1.1236,,34.71,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27536494445,51.61360831120,0.39,1.1488,,33.947,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27584932983,51.61360705231,0.74,1.8968,,39.014,-10387,-10387
SHARED,within_shape,apron|apron,airside,25.27586389752,51.61361682096,0.65,1.5408,,42.186,-10387,-10387
SHARED,within_shape,apron|apron,airside,25.27590079930,51.61374021839,0.66,1.5588,,42.34,-10387,-10387
SHARED,within_shape,apron|apron,airside,25.27583472310,51.61366880600,0.61,1.6455,,37.071,-10387,-10387
SHARED,within_shape,apron|apron,airside,25.27590211314,51.61375376923,0.62,1.5117,,41.014,-10387,-10387
SHARED,within_shape,apron|apron,airside,25.27553770626,51.61369560949,0.69,10.9033,,6.328,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27551389891,51.61370689126,0.69,5.9233,,11.649,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27548874607,51.61371707384,0.69,3.9688,,17.386,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27552845167,51.61370327833,0.19,4.808,,3.952,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27550464431,51.61371456009,0.19,2.093,,9.078,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27547949148,51.61372474268,0.19,1.2823,,14.818,-10388,-10388
SHARED,within_shape,apron|apron,airside,25.27587162490,51.61379220342,0.62,1.9865,,31.21,-10387,-10387
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25892363689,51.61378535673,0.44,10.2581,,4.289,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25892595617,51.61379171728,0.44,15.1276,,2.909,-11848,-11848
SHARED,within_shape,apron|apron,airside,25.27583549350,51.61382414755,0.33,1.5597,,21.158,-10387,-10387
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25892757782,51.61379616464,0.44,22.6434,,1.943,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25892856790,51.61379887988,0.44,32.502,,1.354,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25894659230,51.61381459126,0.44,11.0223,,3.992,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25893435028,51.61381473793,0.44,21.0664,,2.089,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25893779052,51.61381647241,0.44,15.9391,,2.761,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25893545044,51.61381775508,0.44,16.0374,,2.744,-11848,-11848
SHARED,within_shape,apron|apron,airside,25.27579491597,51.61384853724,0.19,1.734,,10.957,-10387,-10387
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25952710575,51.61534587993,0.44,10.4203,,4.223,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25953313366,51.61535777045,0.44,29.7673,,1.478,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25953916152,51.61536966085,0.44,34.7491,,1.266,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25954518945,51.61538155141,0.44,10.9709,,4.011,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25957398372,51.61543835030,0.44,10.5071,,4.188,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25958064600,51.61545149216,0.44,38.1133,,1.154,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25958667384,51.61546338255,0.44,27.6748,,1.59,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25958889712,51.61546768284,0.44,17.0072,,2.587,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25959272789,51.61547532463,0.44,10.1238,,4.346,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25978943661,51.61586334761,0.44,9.1878,,4.789,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25979152288,51.61586746293,0.44,11.4609,,3.839,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25979391158,51.61587217482,0.44,15.9906,,2.752,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25979756448,51.61587938045,0.44,40.4217,,1.089,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25980167782,51.61588749433,0.44,56.1088,,0.784,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25981866759,51.61588760528,0.44,10.4129,,4.226,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25981713205,51.61588992169,0.44,11.0001,,4.0,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25980390543,51.61589188845,0.44,24.4666,,1.798,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25980740851,51.61589879855,0.44,12.9669,,3.393,-11848,-11848
SHARED,within_shape,groundside_pavement|groundside_pavement,groundside,25.25980907496,51.61590208574,0.44,10.5974,,4.152,-11848,-11848
